Datum;Wetterdaten: Normale Direktstrahlung  [W/m²] (Bn);Wetterdaten: Diffusstrahlung, Jahressumme [W/m²] (Dh);Wetterdaten: Globalstrahlung, Jahressumme [W/m²] (Gh);Wetterdaten: Luftfeuchtigkeit [%] (Hrel);Wetterdaten: Wärmestrahlung [W/m²] (Lh);Wetterdaten: Aussentemperatur 24-h-Mittel [°C] (Tamb24);Wetterdaten: Mittlere Aussentemperatur [°C] (Tamb);Gebäude Space heating: demand 443 Mhw: Heizwärmebedarf [W] (Qdem);Gebäude Space heating: demand 443 Mhw: Soll-Raumtemperatur [°C];Elektrische Verbraucher Elec. Demand: 425 MWh: Elektrischer Verbrauch [W] (Ecs);Warmwasserbedarf 343 MWh: Domestic hot water: Energiebedarf [W] (Qdem);Wetterdaten: Windgeschwindigkeit [m/s] (Vwnd)
25.10. 07:00:00;0;14.1;14.1;94.4;313;9.7;6.3;75379;20;82313;218274;2.3
25.10. 07:15:00;0;14.2;14.2;94.4;313;9.7;6.3;75379;20;82652;30073;2.3
25.10. 07:30:00;0;14.2;14.2;94.4;313;9.7;6.3;75379;20;82109;0;2.3
25.10. 07:45:00;0;14.2;14.2;94.4;313;9.7;6.3;75379;20;81711;0;2.3
25.10. 08:00:00;0;53.4;53.4;92.8;315;9.6;6.8;72728;20;85430;218286;1.2
25.10. 08:15:00;0;53.6;53.6;92.8;315;9.6;6.8;72728;20;85804;30075;1.2
25.10. 08:30:00;0;53.6;53.6;92.8;315;9.6;6.8;72728;20;85255;0;1.2
25.10. 08:45:00;0;53.6;53.6;92.8;315;9.6;6.8;72728;20;84824;0;1.2
25.10. 09:00:00;15.3;121;126;90.1;312;9.6;7.6;68697;20;84627;218297;1
25.10. 09:15:00;15.3;121;126;90.1;312;9.6;7.6;68697;20;85048;30077;1
25.10. 09:30:00;15.3;121;126;90.1;312;9.6;7.6;68697;20;84502;0;1
25.10. 09:45:00;15.3;121;126;90.1;312;9.6;7.6;68697;20;68868;0;1
25.10. 10:00:00;267;178;284;87.8;306;9.5;8.9;61352;20;56784;218309;0.8
25.10. 10:15:00;267;178;285;87.8;306;9.5;8.9;61352;20;56784;30078;0.8
25.10. 10:30:00;267;178;285;87.8;306;9.5;8.9;61352;20;56784;0;0.8
25.10. 10:45:00;267;178;285;87.8;306;9.5;8.9;61352;20;56784;0;0.8
25.10. 11:00:00;523;171;405;80.8;300;9.5;10.3;53787;20;57300;21832;1.2
25.10. 11:15:00;523;171;406;80.7;300;9.5;10.3;53787;20;57300;3008;1.2
25.10. 11:30:00;523;171;406;80.7;300;9.5;10.3;53787;20;57300;0;1.2
25.10. 11:45:00;523;171;406;80.7;300;9.5;10.3;53787;20;57300;0;1.2
25.10. 12:00:00;117;214;269;80.9;315;9.5;10.6;51744;20;64330;218331;1.7
25.10. 12:15:00;117;215;268;80.9;315;9.5;10.6;51744;20;69753;30081;1.7
25.10. 12:30:00;117;215;268;80.9;315;9.5;10.6;51744;20;81558;0;1.7
25.10. 12:45:00;117;215;268;80.9;315;9.5;10.6;51744;20;81792;0;1.7
25.10. 13:00:00;0;68.6;68.6;81.9;330;9.5;9.9;55720;20;79910;218343;1
25.10. 13:15:00;0;68.5;68.5;81.9;330;9.5;9.9;55720;20;80046;30083;1
25.10. 13:30:00;0;68.5;68.5;81.9;330;9.5;9.9;55720;20;80239;0;1
25.10. 13:45:00;0;68.5;68.5;81.9;330;9.5;9.9;55720;20;80420;0;1
25.10. 14:00:00;0;87.3;87.3;82.8;324;9.4;9.5;58205;20;72711;218354;1.4
25.10. 14:15:00;0;87.4;87.4;82.8;324;9.4;9.5;58205;20;73219;30084;1.4
25.10. 14:30:00;0;87.4;87.4;82.8;324;9.4;9.5;58205;20;73544;0;1.4
25.10. 14:45:00;0;87.4;87.4;82.8;324;9.4;9.5;58205;20;73886;0;1.4
25.10. 15:00:00;0;22;22;80;325;9.3;8.8;61739;20;68474;218366;1.9
25.10. 15:15:00;0;21.6;21.6;80;325;9.3;8.8;61739;20;68909;30086;1.9
25.10. 15:30:00;0;21.6;21.6;80;325;9.3;8.8;61739;20;69164;0;1.9
25.10. 15:45:00;0;21.6;21.6;80;325;9.3;8.8;61739;20;69379;0;1.9
25.10. 16:00:00;69.7;38.9;43.5;81.7;311;9.1;8.4;64114;20;66635;218377;2.1
25.10. 16:15:00;69.7;39;43.6;81.7;311;9.1;8.4;64114;20;62631;30088;2.1
25.10. 16:30:00;69.7;39;43.6;81.7;311;9.1;8.4;64114;20;62576;0;2.1
25.10. 16:45:00;69.7;39;43.6;81.7;311;9.1;8.4;64114;20;63867;0;2.1
25.10. 17:00:00;0;0.6;0.6;82.8;309;8.9;7.9;66930;20;69484;218389;3.3
25.10. 17:15:00;0;0.3;0.3;82.8;309;8.9;7.9;66930;20;70344;30089;3.3
25.10. 17:30:00;0;0.3;0.3;82.8;309;8.9;7.9;66930;20;72470;0;3.3
25.10. 17:45:00;0;0.3;0.3;82.8;309;8.9;7.9;66930;20;74651;0;3.3
25.10. 18:00:00;0;0.002;0.002;89.3;310;8.7;7.3;70243;20;87491;2184;3.8
25.10. 18:15:00;0;0;0;89.3;310;8.7;7.3;70243;20;87580;30091;3.8
25.10. 18:30:00;0;0;0;89.3;310;8.7;7.3;70243;20;89800;0;3.8
25.10. 18:45:00;0;0;0;89.3;310;8.7;7.3;70243;20;89781;0;3.8
25.10. 19:00:00;0;0;0;92;309;8.5;6.7;73391;20;101038;218412;2.4
25.10. 19:15:00;0;0;0;92;309;8.5;6.7;73391;20;100931;30092;2.4
25.10. 19:30:00;0;0;0;92;309;8.5;6.7;73391;20;100448;0;2.4
25.10. 19:45:00;0;0;0;92;309;8.5;6.7;73391;20;100048;0;2.4
25.10. 20:00:00;0;0;0;92.1;306;8.3;6.1;76704;20;98099;218423;2.3
25.10. 20:15:00;0;0;0;92.1;306;8.3;6.1;76704;20;98084;30094;2.3
25.10. 20:30:00;0;0;0;92.1;306;8.3;6.1;76704;20;97707;0;2.3
25.10. 20:45:00;0;0;0;92.1;306;8.3;6.1;76704;20;92963;0;2.3
25.10. 21:00:00;0;0;0;92.1;303;8.1;5.5;79962;20;83336;218434;2.1
25.10. 21:15:00;0;0;0;92.1;303;8.1;5.5;79962;20;83421;30095;2.1
25.10. 21:30:00;0;0;0;92.1;303;8.1;5.5;79962;20;83466;0;2.1
25.10. 21:45:00;0;0;0;92.1;303;8.1;5.5;79962;20;83523;0;2.1
25.10. 22:00:00;0;0;0;92.2;300;7.9;4.9;83276;20;74754;218446;2.3
25.10. 22:15:00;0;0;0;92.2;300;7.9;4.9;83276;20;74804;30097;2.3
25.10. 22:30:00;0;0;0;92.2;300;7.9;4.9;83276;20;74858;0;2.3
25.10. 22:45:00;0;0;0;92.2;300;7.9;4.9;83276;20;74815;0;2.3
25.10. 23:00:00;0;0;0;92.2;297;7.7;4.3;86534;20;59530;0;2.3
25.10. 23:15:00;0;0;0;92.3;297;7.7;4.3;86534;20;59500;0;2.3
25.10. 23:30:00;0;0;0;92.3;297;7.7;4.3;86534;20;59516;0;2.3
25.10. 23:45:00;0;0;0;92.3;297;7.7;4.3;86534;20;59438;0;2.3
26.10. 00:00:00;0;0;0;92.3;294;7.5;3.7;89847;20;45019;0;1.9
26.10. 00:15:00;0;0;0;92.3;294;7.5;3.7;89847;20;45079;0;1.9
26.10. 00:30:00;0;0;0;92.3;294;7.5;3.7;89847;20;45172;0;1.9
26.10. 00:45:00;0;0;0;92.3;294;7.5;3.7;89847;20;45104;0;1.9
26.10. 01:00:00;0;0;0;92.4;290;7.3;3.1;93271;20;37590;0;2.7
26.10. 01:15:00;0;0;0;92.4;290;7.3;3.1;93271;20;37590;0;2.7
26.10. 01:30:00;0;0;0;92.4;290;7.3;3.1;93271;20;37509;0;2.7
26.10. 01:45:00;0;0;0;92.4;290;7.3;3.1;93271;20;37503;0;2.7
26.10. 02:00:00;0;0;0;92.4;287;7.1;2.5;96695;20;35522;0;1.7
26.10. 02:15:00;0;0;0;92.4;287;7.1;2.5;96695;20;35665;0;1.7
26.10. 02:30:00;0;0;0;92.4;287;7.1;2.5;96695;20;35640;0;1.7
26.10. 02:45:00;0;0;0;92.4;287;7.1;2.5;96695;20;35569;0;1.7
26.10. 03:00:00;0;0;0;92.5;286;6.9;2.2;98462;20;35089;218503;2.1
26.10. 03:15:00;0;0;0;92.5;286;6.9;2.2;98462;20;35168;30105;2.1
26.10. 03:30:00;0;0;0;92.5;286;6.9;2.2;98462;20;35169;0;2.1
26.10. 03:45:00;0;0;0;92.5;286;6.9;2.2;98462;20;35135;0;2.1
26.10. 04:00:00;0;0;0;93.1;284;6.7;1.9;100229;20;35462;218515;3.2
26.10. 04:15:00;0;0;0;93.1;284;6.7;1.9;100229;20;35375;30106;3.2
26.10. 04:30:00;0;0;0;93.1;284;6.7;1.9;100229;20;35464;0;3.2
26.10. 04:45:00;0;0;0;93.1;284;6.7;1.9;100229;20;35535;0;3.2
26.10. 05:00:00;0;0;0;87.1;280;6.5;1.6;101499;20;39115;218526;2.7
26.10. 05:15:00;0;0;0;87;280;6.5;1.6;101499;20;39758;30108;2.7
26.10. 05:30:00;0;0;0;87;280;6.5;1.6;101499;20;39697;0;2.7
26.10. 05:45:00;0;0;0;87;280;6.5;1.6;101499;20;39139;0;2.7
26.10. 06:00:00;0;0;0;81.3;275;6.3;1.4;102714;20;56647;218538;2.1
26.10. 06:15:00;0;0;0;81.3;275;6.3;1.4;102714;20;56662;3011;2.1
26.10. 06:30:00;0;0;0;81.3;275;6.3;1.4;102714;20;56425;0;2.1
26.10. 06:45:00;0;0;0;81.3;275;6.3;1.4;102714;20;56773;0;2.1
26.10. 07:00:00;0;9.8;9.8;84.3;279;6.1;1.8;100616;20;72477;218549;1.9
26.10. 07:15:00;0;9.9;9.9;84.3;279;6.1;1.8;100616;20;72575;30111;1.9
26.10. 07:30:00;0;9.9;9.9;84.3;279;6.1;1.8;100616;20;72693;0;1.9
26.10. 07:45:00;0;9.9;9.9;84.3;279;6.1;1.8;100616;20;72783;0;1.9
26.10. 08:00:00;0;69.9;69.9;86.1;287;5.9;3;93989;20;75964;218561;1.1
26.10. 08:15:00;0;70.2;70.2;86.1;287;5.9;3;93989;20;75914;30113;1.1
26.10. 08:30:00;0;70.2;70.2;86.1;287;5.9;3;93989;20;75935;0;1.1
26.10. 08:45:00;0;70.2;70.2;86.1;287;5.9;3;93989;20;75926;0;1.1
26.10. 09:00:00;224;133;200;79.2;283;5.7;5.1;82116;20;75408;218572;1.7
26.10. 09:15:00;224;133;201;79.1;282;5.7;5.1;82116;20;75389;30114;1.7
26.10. 09:30:00;224;133;201;79.1;282;5.7;5.1;82116;20;75231;0;1.7
26.10. 09:45:00;224;133;201;79.1;282;5.7;5.1;82116;20;75171;0;1.7
26.10. 10:00:00;74.2;181;210;76.6;291;5.6;6.3;75710;20;73718;218584;1.7
26.10. 10:15:00;74.2;181;210;76.6;291;5.6;6.3;75710;20;73775;30116;1.7
26.10. 10:30:00;74.2;181;210;76.6;291;5.6;6.3;75710;20;73708;0;1.7
26.10. 10:45:00;74.2;181;210;76.6;291;5.6;6.3;75710;20;73652;0;1.7
26.10. 11:00:00;163;217;289;69.5;288;5.5;7.6;68421;20;74586;218595;2.7
26.10. 11:15:00;163;217;290;69.5;288;5.5;7.6;68421;20;74790;30118;2.7
26.10. 11:30:00;163;217;290;69.5;288;5.5;7.6;68421;20;74767;0;2.7
26.10. 11:45:00;163;217;290;69.5;288;5.5;7.6;68421;20;74768;0;2.7
26.10. 12:00:00;19.5;188;197;69.8;298;5.4;7.8;67096;20;82103;218607;2.9
26.10. 12:15:00;19.5;187;196;69.8;298;5.4;7.8;67096;20;82331;30119;2.9
26.10. 12:30:00;19.5;187;196;69.8;298;5.4;7.8;67096;20;82321;0;2.9
26.10. 12:45:00;19.5;187;196;69.8;298;5.4;7.8;67096;20;82397;0;2.9
26.10. 13:00:00;104;191;235;68.8;294;5.3;8.2;64942;20;81151;218618;2.9
26.10. 13:15:00;104;191;235;68.8;294;5.3;8.2;64942;20;81463;30121;2.9
26.10. 13:30:00;104;191;235;68.8;294;5.3;8.2;64942;20;81485;0;2.9
26.10. 13:45:00;104;191;235;68.8;294;5.3;8.2;64942;20;81705;0;2.9
26.10. 14:00:00;474;141;300;68;285;5.2;8.8;61573;20;74344;21863;2.3
26.10. 14:15:00;474;140;300;68;285;5.2;8.9;61573;20;74621;30122;2.3
26.10. 14:30:00;474;140;300;68;285;5.2;8.9;61573;20;74888;0;2.3
26.10. 14:45:00;474;140;300;68;285;5.2;8.9;61573;20;75296;0;2.3
26.10. 15:00:00;728;56.5;218;66.3;282;5.2;8.9;61021;20;66499;218642;1.7
26.10. 15:15:00;728;56;217;66.3;282;5.2;8.9;61021;20;65669;30124;1.7
26.10. 15:30:00;728;56;217;66.3;282;5.2;8.9;61021;20;66449;0;1.7
26.10. 15:45:00;728;56;217;66.3;282;5.2;8.9;61021;20;68561;0;1.7
26.10. 16:00:00;840;30.8;89.8;68.3;282;5.2;8.2;65052;20;66786;218653;1.9
26.10. 16:15:00;840;30.6;89.1;68.3;282;5.2;8.2;65052;20;67686;30126;1.9
26.10. 16:30:00;840;30.6;89.1;68.3;282;5.2;8.2;65052;20;69827;0;1.9
26.10. 16:45:00;840;30.6;89.1;68.3;282;5.2;8.2;65052;20;72342;0;1.9
26.10. 17:00:00;0;0.8;1.2;73.3;282;5.2;7.1;71292;20;77430;218665;2.1
26.10. 17:15:00;0;0.7;0.7;73.3;282;5.2;7.1;71292;20;77455;30127;2.1
26.10. 17:30:00;0;0.7;0.7;73.3;282;5.2;7.1;71292;20;77715;0;2.1
26.10. 17:45:00;0;0.7;0.7;73.3;282;5.2;7.1;71292;20;77233;0;2.1
26.10. 18:00:00;0;0.0004;0.0004;76.7;284;5.2;6.7;73667;20;89189;218676;2.4
26.10. 18:15:00;0;0;0;76.7;284;5.2;6.7;73667;20;89128;30129;2.4
26.10. 18:30:00;0;0;0;76.7;284;5.2;6.7;73667;20;88675;0;2.4
26.10. 18:45:00;0;0;0;76.7;284;5.2;6.7;73667;20;88309;0;2.4
26.10. 19:00:00;0;0;0;77.8;284;5.2;6.2;76042;20;99795;218688;0.6
26.10. 19:15:00;0;0;0;77.8;284;5.2;6.2;76042;20;99799;3013;0.6
26.10. 19:30:00;0;0;0;77.8;284;5.2;6.2;76042;20;92597;0;0.6
26.10. 19:45:00;0;0;0;77.8;284;5.2;6.2;76042;20;90586;0;0.6
26.10. 20:00:00;0;0;0;80.3;285;5.1;5.8;78361;20;88924;218699;1.5
26.10. 20:15:00;0;0;0;80.3;285;5.1;5.8;78361;20;88988;30132;1.5
26.10. 20:30:00;0;0;0;80.3;285;5.1;5.8;78361;20;89000;0;1.5
26.10. 20:45:00;0;0;0;80.3;285;5.1;5.8;78361;20;89021;0;1.5
26.10. 21:00:00;0;0;0;84.1;287;5.1;5.4;80736;20;83869;218711;1.4
26.10. 21:15:00;0;0;0;84.1;287;5.1;5.4;80736;20;83963;30134;1.4
26.10. 21:30:00;0;0;0;84.1;287;5.1;5.4;80736;20;83796;0;1.4
26.10. 21:45:00;0;0;0;84.1;287;5.1;5.4;80736;20;83783;0;1.4
26.10. 22:00:00;0;0;0;88.1;289;5.1;5;83055;20;75024;218723;0.8
26.10. 22:15:00;0;0;0;88.1;289;5.1;5;83055;20;75050;30135;0.8
26.10. 22:30:00;0;0;0;88.1;289;5.1;5;83055;20;75046;0;0.8
26.10. 22:45:00;0;0;0;88.1;289;5.1;5;83055;20;75088;0;0.8
26.10. 23:00:00;0;0;0;92.3;291;5.1;4.5;85429;20;59759;0;0.4
26.10. 23:15:00;0;0;0;92.3;291;5.1;4.5;85429;20;59727;0;0.4
26.10. 23:30:00;0;0;0;92.3;291;5.1;4.5;85429;20;59778;0;0.4
26.10. 23:45:00;0;0;0;92.3;291;5.1;4.5;85429;20;59676;0;0.4
27.10. 00:00:00;0;0;0;90.9;290;5.1;4.2;87197;20;45278;0;0.6
27.10. 00:15:00;0;0;0;90.9;290;5.1;4.2;87197;20;45206;0;0.6
27.10. 00:30:00;0;0;0;90.9;290;5.1;4.2;87197;20;45215;0;0.6
27.10. 00:45:00;0;0;0;90.9;290;5.1;4.2;87197;20;45209;0;0.6
27.10. 01:00:00;0;0;0;92;290;5.1;3.9;88964;20;37611;0;0.5
27.10. 01:15:00;0;0;0;92;290;5.1;3.9;88964;20;37593;0;0.5
27.10. 01:30:00;0;0;0;92;290;5.1;3.9;88964;20;37622;0;0.5
27.10. 01:45:00;0;0;0;92;290;5.1;3.9;88964;20;37639;0;0.5
27.10. 02:00:00;0;0;0;91.5;290;5.2;3.6;90731;20;35602;0;0.6
27.10. 02:15:00;0;0;0;91.5;290;5.2;3.6;90731;20;35472;0;0.6
27.10. 02:30:00;0;0;0;91.5;290;5.2;3.6;90731;20;35523;0;0.6
27.10. 02:45:00;0;0;0;91.5;290;5.2;3.6;90731;20;35602;0;0.6
27.10. 03:00:00;0;0;0;91.9;291;5.2;3.4;91614;20;34998;218781;1.4
27.10. 03:15:00;0;0;0;91.9;291;5.2;3.4;91614;20;35095;30143;1.4
27.10. 03:30:00;0;0;0;91.9;291;5.2;3.4;91614;20;35267;0;1.4
27.10. 03:45:00;0;0;0;91.9;291;5.2;3.4;91614;20;35103;0;1.4
27.10. 04:00:00;0;0;0;92.3;292;5.3;3.3;92498;20;35552;218792;1.1
27.10. 04:15:00;0;0;0;92.3;292;5.3;3.3;92498;20;35575;30145;1.1
27.10. 04:30:00;0;0;0;92.3;292;5.3;3.3;92498;20;35497;0;1.1
27.10. 04:45:00;0;0;0;92.3;292;5.3;3.3;92498;20;35427;0;1.1
27.10. 05:00:00;0;0;0;94.3;294;5.3;3.1;93105;20;39100;218804;1.7
27.10. 05:15:00;0;0;0;94.3;294;5.3;3.1;93105;20;39186;30146;1.7
27.10. 05:30:00;0;0;0;94.3;294;5.3;3.1;93105;20;39317;0;1.7
27.10. 05:45:00;0;0;0;94.3;294;5.3;3.1;93105;20;39992;0;1.7
27.10. 06:00:00;0;0;0;92.6;294;5.4;3;93713;20;56833;218815;2.9
27.10. 06:15:00;0;0;0;92.6;294;5.4;3;93713;20;56723;30148;2.9
27.10. 06:30:00;0;0;0;92.6;294;5.4;3;93713;20;56733;0;2.9
27.10. 06:45:00;0;0;0;92.6;294;5.4;3;93713;20;56799;0;2.9
27.10. 07:00:00;0;4.1;4.1;91.9;296;5.5;3.2;92885;20;72789;218827;1.9
27.10. 07:15:00;0;4.2;4.2;91.9;296;5.5;3.2;92885;20;72711;3015;1.9
27.10. 07:30:00;0;4.2;4.2;91.9;296;5.5;3.2;92885;20;72818;0;1.9
27.10. 07:45:00;0;4.2;4.2;91.9;296;5.5;3.2;92885;20;72680;0;1.9
27.10. 08:00:00;0;35.9;35.9;89.8;300;5.5;3.8;89682;20;76125;218839;2.1
27.10. 08:15:00;0;36.1;36.1;89.8;300;5.5;3.8;89682;20;76037;30151;2.1
27.10. 08:30:00;0;36.1;36.1;89.8;300;5.5;3.8;89682;20;76073;0;2.1
27.10. 08:45:00;0;36.1;36.1;89.8;300;5.5;3.8;89682;20;75988;0;2.1
27.10. 09:00:00;585;153;326;79.1;279;5.6;7.5;69139;20;75950;21885;2.4
27.10. 09:15:00;585;154;328;79.1;279;5.6;7.5;69139;20;75984;30153;2.4
27.10. 09:30:00;585;154;328;79.1;279;5.6;7.5;69139;20;76018;0;2.4
27.10. 09:45:00;585;154;328;79.1;279;5.6;7.5;69139;20;76016;0;2.4
27.10. 10:00:00;590;142;372;73.1;290;5.6;9.7;56935;20;75223;218862;1.4
27.10. 10:15:00;590;142;372;73.1;290;5.6;9.7;56935;20;75374;30154;1.4
27.10. 10:30:00;590;142;372;73.1;290;5.6;9.7;56935;20;75599;0;1.4
27.10. 10:45:00;590;142;372;73.1;290;5.6;9.7;56935;20;76333;0;1.4
27.10. 11:00:00;26.7;157;170;73.2;312;5.8;9.6;57597;20;77400;218874;1
27.10. 11:15:00;26.7;157;169;73.2;312;5.8;9.6;57597;20;77977;30156;1
27.10. 11:30:00;26.7;157;169;73.2;312;5.8;9.6;57597;20;78347;0;1
27.10. 11:45:00;26.7;157;169;73.2;312;5.8;9.6;57597;20;78706;0;1
27.10. 12:00:00;117;215;268;73.9;307;5.9;10.1;54781;20;86860;218885;1.2
27.10. 12:15:00;117;216;268;73.9;307;5.9;10.1;54781;20;87326;30158;1.2
27.10. 12:30:00;117;216;268;73.9;307;5.9;10.1;54781;20;87735;0;1.2
27.10. 12:45:00;117;216;268;73.9;307;5.9;10.1;54781;20;88246;0;1.2
27.10. 13:00:00;31.4;180;193;72.8;311;6;10.1;54947;20;87168;218897;1.2
27.10. 13:15:00;31.4;180;193;72.8;311;6;10.1;54947;20;87702;30159;1.2
27.10. 13:30:00;31.4;180;193;72.8;311;6;10.1;54947;20;88149;0;1.2
27.10. 13:45:00;31.4;180;193;72.8;311;6;10.1;54947;20;88636;0;1.2
27.10. 14:00:00;4.9;125;127;73.1;312;6;9.5;57818;20;76457;218909;0.8
27.10. 14:15:00;4.9;125;126;73.1;312;6;9.5;57818;20;71706;30161;0.8
27.10. 14:30:00;4.9;125;126;73.1;312;6;9.5;57818;20;72363;0;0.8
27.10. 14:45:00;4.9;125;126;73.1;312;6;9.5;57818;20;74435;0;0.8
27.10. 15:00:00;325;106;176;70.5;294;6.1;9.5;58260;20;70408;21892;0.2
27.10. 15:15:00;325;106;176;70.5;294;6.1;9.4;58260;20;71537;30162;0.2
27.10. 15:30:00;325;106;176;70.5;294;6.1;9.4;58260;20;73818;0;0.2
27.10. 15:45:00;325;106;176;70.5;294;6.1;9.4;58260;20;76291;0;0.2
27.10. 16:00:00;0;12.1;12.5;73.8;317;6.1;8.4;64058;20;73796;218932;0.3
27.10. 16:15:00;0;11.6;11.6;73.8;317;6.1;8.4;64058;20;73739;30164;0.3
27.10. 16:30:00;0;11.6;11.6;73.8;317;6.1;8.4;64058;20;73779;0;0.3
27.10. 16:45:00;0;11.6;11.6;73.8;317;6.1;8.4;64058;20;73285;0;0.3
27.10. 17:00:00;0;0.2;0.2;78.5;315;6.1;7.5;69194;20;77388;218944;0.6
27.10. 17:15:00;0;0.2;0.2;78.5;315;6.1;7.5;69194;20;77567;30166;0.6
27.10. 17:30:00;0;0.2;0.2;78.5;315;6.1;7.5;69194;20;77041;0;0.6
27.10. 17:45:00;0;0.2;0.2;78.5;315;6.1;7.5;69194;20;76618;0;0.6
27.10. 18:00:00;0;0.0001;0.0001;77.8;312;6.1;7;71569;20;88795;218955;0.4
27.10. 18:15:00;0;0;0;77.8;312;6.1;7;71569;20;88824;30167;0.4
27.10. 18:30:00;0;0;0;77.8;312;6.1;7;71569;20;87794;0;0.4
27.10. 18:45:00;0;0;0;77.8;312;6.1;7;71569;20;79197;0;0.4
27.10. 19:00:00;0;0;0;79.1;310;6.1;6.6;73943;20;90916;218967;0.6
27.10. 19:15:00;0;0;0;79.1;310;6.1;6.6;73943;20;90969;30169;0.6
27.10. 19:30:00;0;0;0;79.1;310;6.1;6.6;73943;20;90988;0;0.6
27.10. 19:45:00;0;0;0;79.1;310;6.1;6.6;73943;20;91004;0;0.6
27.10. 20:00:00;0;0;0;82;309;6.1;6.2;76373;20;89298;218979;0.4
27.10. 20:15:00;0;0;0;82;309;6.1;6.2;76373;20;89329;3017;0.4
27.10. 20:30:00;0;0;0;82;309;6.1;6.2;76373;20;89329;0;0.4
27.10. 20:45:00;0;0;0;82;309;6.1;6.2;76373;20;89318;0;0.4
27.10. 21:00:00;0;0;0;84;307;6.2;5.7;78803;20;84041;218991;0.3
27.10. 21:15:00;0;0;0;84;307;6.2;5.7;78803;20;84073;30172;0.3
27.10. 21:30:00;0;0;0;84;307;6.2;5.7;78803;20;84070;0;0.3
27.10. 21:45:00;0;0;0;84;307;6.2;5.7;78803;20;84064;0;0.3
27.10. 22:00:00;0;0;0;84.9;305;6.2;5.3;81233;20;75262;219002;0.3
27.10. 22:15:00;0;0;0;84.9;305;6.2;5.3;81233;20;75289;30174;0.3
27.10. 22:30:00;0;0;0;84.9;305;6.2;5.3;81233;20;75491;0;0.3
27.10. 22:45:00;0;0;0;84.9;305;6.2;5.3;81233;20;76353;0;0.3
27.10. 23:00:00;0;0;0;87.8;304;6.2;4.9;83662;20;60621;0;1.1
27.10. 23:15:00;0;0;0;87.8;304;6.2;4.8;83662;20;60197;0;1.1
27.10. 23:30:00;0;0;0;87.8;304;6.2;4.8;83662;20;60084;0;1.1
27.10. 23:45:00;0;0;0;87.8;304;6.2;4.8;83662;20;60000;0;1.1
28.10. 00:00:00;0;0;0;89.7;302;6.2;4.4;86092;20;45414;0;1
28.10. 00:15:00;0;0;0;89.7;302;6.2;4.4;86092;20;45407;0;1
28.10. 00:30:00;0;0;0;89.7;302;6.2;4.4;86092;20;45438;0;1
28.10. 00:45:00;0;0;0;89.7;302;6.2;4.4;86092;20;45460;0;1
28.10. 01:00:00;0;0;0;89.4;299;6.2;3.9;88688;20;37843;0;1.4
28.10. 01:15:00;0;0;0;89.4;299;6.2;3.9;88688;20;37839;0;1.4
28.10. 01:30:00;0;0;0;89.4;299;6.2;3.9;88688;20;37809;0;1.4
28.10. 01:45:00;0;0;0;89.4;299;6.2;3.9;88688;20;37764;0;1.4
28.10. 02:00:00;0;0;0;91.9;298;6.2;3.5;91338;20;35667;0;1.5
28.10. 02:15:00;0;0;0;91.9;298;6.2;3.5;91338;20;35570;0;1.5
28.10. 02:30:00;0;0;0;91.9;298;6.2;3.5;91338;20;35582;0;1.5
28.10. 02:45:00;0;0;0;91.9;298;6.2;3.5;91338;20;35589;0;1.5
28.10. 03:00:00;0;0;0;94.3;297;6.2;3.2;92719;20;35069;219061;0.4
28.10. 03:15:00;0;0;0;94.3;297;6.2;3.2;92719;20;35018;30182;0.4
28.10. 03:30:00;0;0;0;94.3;297;6.2;3.2;92719;20;35172;0;0.4
28.10. 03:45:00;0;0;0;94.3;297;6.2;3.2;92719;20;35482;0;0.4
28.10. 04:00:00;0;0;0;95.3;296;6.2;3;94155;20;35547;219073;0.8
28.10. 04:15:00;0;0;0;95.3;296;6.2;3;94155;20;35631;30183;0.8
28.10. 04:30:00;0;0;0;95.3;296;6.2;3;94155;20;35700;0;0.8
28.10. 04:45:00;0;0;0;95.3;296;6.2;3;94155;20;35658;0;0.8
28.10. 05:00:00;0;0;0;95.3;294;6.2;2.8;95149;20;39342;219084;0.4
28.10. 05:15:00;0;0;0;95.3;294;6.2;2.8;95149;20;39315;30185;0.4
28.10. 05:30:00;0;0;0;95.3;294;6.2;2.8;95149;20;39351;0;0.4
28.10. 05:45:00;0;0;0;95.3;294;6.2;2.8;95149;20;39337;0;0.4
28.10. 06:00:00;0;0;0;98.7;294;6.2;2.4;97468;20;56861;219096;0.6
28.10. 06:15:00;0;0;0;98.7;294;6.2;2.3;97468;20;57011;30187;0.6
28.10. 06:30:00;0;0;0;98.7;294;6.2;2.3;97468;20;56899;0;0.6
28.10. 06:45:00;0;0;0;98.7;294;6.2;2.3;97468;20;56946;0;0.6
28.10. 07:00:00;0;6.8;6.8;97.3;295;6.1;2.8;95204;20;72947;219108;1.1
28.10. 07:15:00;0;6.8;6.8;97.3;295;6.1;2.8;95204;20;73248;30188;1.1
28.10. 07:30:00;0;6.8;6.8;97.3;295;6.1;2.8;95204;20;72924;0;1.1
28.10. 07:45:00;0;6.8;6.8;97.3;295;6.1;2.8;95204;20;72918;0;1.1
28.10. 08:00:00;0;56.6;56.6;93.3;296;6.1;3.5;91062;20;76374;21912;1
28.10. 08:15:00;0;56.8;56.8;93.3;296;6.1;3.5;91062;20;76345;3019;1
