Time,AirTemperature,WindSpeed,GlobalRadiation,DirectNormalRad,DiffRadiation
31.07. 20:00,22.2,1.5,0,0,385
31.07. 21:00,20.1,1.7,0,0,385
31.07. 22:00,18.1,2.1,0,0,379
31.07. 23:00,16,2.5,0,0,388
01.08. 00:00,13.8,2.5,0,0,332
01.08. 01:00,13.1,2.4,0,0,315
01.08. 02:00,12.9,2.3,0,0,319
01.08. 03:00,12.8,2.1,0,0,301
01.08. 04:00,13,2.1,0,0,309
01.08. 05:00,14,2.2,89,324,297
01.08. 06:00,13,1.5,223,479,300
01.08. 07:00,14,2.6,380,604,309
01.08. 08:00,16,2.6,524,680,317
01.08. 09:00,17,3.1,630,694,312
01.08. 10:00,19,3.6,726,726,323
01.08. 11:00,20,4.1,807,778,338
01.08. 12:00,20,3.6,805,760,329
01.08. 13:00,21,4.1,730,697,333
01.08. 14:00,22,4.6,641,657,341
01.08. 15:00,23,4.1,535,646,353
01.08. 16:00,23,4.1,400,620,348
01.08. 17:00,24,4.1,249,522,345
01.08. 18:00,23,4.6,105,346,341
01.08. 19:00,22,4.6,20,118,336
01.08. 20:00,20,3.6,0,0,359
01.08. 21:00,18,3.1,0,0,344
01.08. 22:00,17,2.1,0,0,332
01.08. 23:00,17,2.1,0,0,328
02.08. 00:00,16,2.1,0,0,324
02.08. 01:00,15,1.5,0,0,321
02.08. 02:00,14,0,0,0,323
02.08. 03:00,14,1.5,0,0,316
02.08. 04:00,13,0.5,0,0,313
02.08. 05:00,12,1,91,339,313
02.08. 06:00,14,1.5,232,524,309
02.08. 07:00,16,1,395,659,310
02.08. 08:00,18,1.5,552,743,317
02.08. 09:00,20,1.5,684,791,324
02.08. 10:00,22,1.5,779,820,331
02.08. 11:00,24,1.5,830,836,340
02.08. 12:00,26,2.1,831,831,347
02.08. 13:00,27,2.1,783,816,353
02.08. 14:00,28,2.1,689,780,359
02.08. 15:00,28,2.6,559,727,362
02.08. 16:00,29,1.5,408,657,364
02.08. 17:00,29,1.5,249,536,364
02.08. 18:00,28,1.5,104,355,362
02.08. 19:00,27,1,20,126,361
02.08. 20:00,21,0,0,0,354
02.08. 21:00,20,0.5,0,0,350
02.08. 22:00,19,1.5,0,0,346
02.08. 23:00,18.4,1.2,0,0,343
03.08. 00:00,17.8,0.9,0,0,338
03.08. 01:00,17.2,0.6,0,0,335
03.08. 02:00,16.6,0.3,0,0,334
03.08. 03:00,16,0,0,0,332
03.08. 04:00,16,2.6,0,0,342
03.08. 05:00,17,1,67,181,351
03.08. 06:00,18,2.1,173,272,352
03.08. 07:00,19,1.5,316,375,360
03.08. 08:00,20,1,474,519,375
03.08. 09:00,22,1.5,605,612,374
03.08. 10:00,25,2.6,694,674,373
03.08. 11:00,26,4.1,759,713,376
03.08. 12:00,26,5.1,746,679,372
03.08. 13:00,26,5.1,663,595,381
03.08. 14:00,25,4.1,548,524,380
03.08. 15:00,25,5.1,400,409,387
03.08. 16:00,25,6.7,206,182,396
03.08. 17:00,25,4.6,81,80,390
03.08. 18:00,20,1,47,83,396
03.08. 19:00,20,2.1,9,0,394
03.08. 20:00,20,1.5,0,0,379
03.08. 21:00,19,2.6,0,0,373
03.08. 22:00,18.8,2.5,0,0,386
03.08. 23:00,18.7,2.4,0,0,392
04.08. 00:00,18.5,2.3,0,0,398
04.08. 01:00,18.3,2.3,0,0,376
04.08. 02:00,18.2,2.2,0,0,382
04.08. 03:00,18,2.1,0,0,363
04.08. 04:00,17,2.1,0,0,368
04.08. 05:00,17,2.1,62,177,363
04.08. 06:00,18,1.5,146,259,363
04.08. 07:00,19,1,282,384,347
04.08. 08:00,21,2.1,423,483,368
04.08. 09:00,22,2.1,524,508,360
04.08. 10:00,24,2.1,618,576,382
04.08. 11:00,24,2.1,653,589,376
04.08. 12:00,25,1.5,653,578,375
04.08. 13:00,26,2.1,612,571,376
04.08. 14:00,26,2.6,522,520,374
04.08. 15:00,27,2.1,438,515,379
04.08. 16:00,27,2.1,334,491,383
04.08. 17:00,27,3.1,173,309,372
04.08. 18:00,27,1.5,50,131,379
04.08. 19:00,25,0.5,9,0,391
04.08. 20:00,23,0.5,0,0,382
04.08. 21:00,22,0.5,0,0,369
04.08. 22:00,21.5,0.8,0,0,373
04.08. 23:00,21,1,0,0,380
05.08. 00:00,20.5,1.3,0,0,382
05.08. 01:00,20,1.6,0,0,384
05.08. 02:00,19.5,1.8,0,0,385
05.08. 03:00,19,2.1,0,0,377
05.08. 04:00,19,1.5,0,0,364
05.08. 05:00,19,2.1,32,27,369
05.08. 06:00,19,1.5,104,84,370
05.08. 07:00,20,2.1,224,208,380
05.08. 08:00,18,2.6,285,245,387
05.08. 09:00,19,2.1,294,186,369
05.08. 10:00,21,2.6,308,131,384
05.08. 11:00,22,1.5,470,252,404
05.08. 12:00,23,2.6,584,325,408
05.08. 13:00,24,2.6,466,161,386
05.08. 14:00,25,2.6,363,116,387
05.08. 15:00,25,3.1,288,151,399
05.08. 16:00,25,2.1,172,106,396
05.08. 17:00,26,2.1,84,69,391
05.08. 18:00,25,1,46,69,389
05.08. 19:00,20,1,10,0,381
05.08. 20:00,20,1,0,0,378
05.08. 21:00,20,2.1,0,0,370
05.08. 22:00,19.3,2.1,0,0,368
05.08. 23:00,18.7,2.1,0,0,355
06.08. 00:00,18,2.1,0,0,351
06.08. 01:00,17.3,2.1,0,0,350
06.08. 02:00,16.7,2.1,0,0,357
06.08. 03:00,16,2.1,0,0,352
06.08. 04:00,16,0.5,0,0,352
06.08. 05:00,15,0.5,70,147,353
06.08. 06:00,17,0,196,388,354
06.08. 07:00,19,1,339,518,348
06.08. 08:00,21,1,482,589,357
06.08. 09:00,22,1,612,643,363
06.08. 10:00,24,1.5,652,524,359
06.08. 11:00,25,1,624,344,369
06.08. 12:00,25,1,593,309,383
06.08. 13:00,26,1.5,539,298,390
06.08. 14:00,25,2.6,403,185,392
06.08. 15:00,24,1.5,255,71,388
06.08. 16:00,23,1,162,39,396
06.08. 17:00,24,1,66,15,400
06.08. 18:00,24,1.5,13,2,398
06.08. 19:00,23,4.1,4,0,401
06.08. 20:00,21,6.2,0,0,393
06.08. 21:00,20,2.1,0,0,393
06.08. 22:00,20,1.5,0,0,394
06.08. 23:00,18,3.6,0,0,394
07.08. 00:00,18,3.6,0,0,394
07.08. 01:00,17,4.1,0,0,396
07.08. 02:00,16.5,4.1,0,0,401
07.08. 03:00,16,4.1,0,0,399
07.08. 04:00,16,1,0,0,382
07.08. 05:00,16,3.6,12,0,371
07.08. 06:00,16,3.6,54,4,381
07.08. 07:00,16,2.1,124,31,382
07.08. 08:00,17,2.1,276,159,373
07.08. 09:00,17,2.6,526,459,370
07.08. 10:00,18,4.1,655,589,364
07.08. 11:00,19,3.1,693,561,333
07.08. 12:00,20,3.6,658,484,351
07.08. 13:00,21,3.1,575,385,344
07.08. 14:00,20,3.6,517,383,347
07.08. 15:00,21,3.1,401,408,354
07.08. 16:00,21,1.5,257,325,346
07.08. 17:00,18,3.6,118,135,361
07.08. 18:00,17,4.6,41,121,369
07.08. 19:00,18,3.1,11,0,374
07.08. 20:00,17,2.6,0,0,361
07.08. 21:00,16,2.1,0,0,381
07.08. 22:00,15.7,2.1,0,0,364
07.08. 23:00,15.3,2.1,0,0,343
08.08. 00:00,15,2.1,0,0,344
08.08. 01:00,14.7,2.1,0,0,320
08.08. 02:00,14.3,2.1,0,0,327
08.08. 03:00,14,2.1,0,0,330
08.08. 04:00,14,3.6,0,0,336
08.08. 05:00,15,3.6,49,92,318
08.08. 06:00,15,4.6,153,284,332
08.08. 07:00,16,5.1,288,411,334
08.08. 08:00,18,6.2,370,419,329
08.08. 09:00,20,7.2,498,503,351
08.08. 10:00,18,6.7,603,570,324
08.08. 11:00,20,7.2,593,443,330
08.08. 12:00,15,5.1,522,386,346
08.08. 13:00,17,6.2,500,461,327
08.08. 14:00,17,6.2,457,425,337
08.08. 15:00,17,7.7,316,317,321
08.08. 16:00,15,3.1,231,285,329
08.08. 17:00,18,8.2,159,272,344
08.08. 18:00,18,6.7,71,227,332
08.08. 19:00,16,6.7,12,0,330
08.08. 20:00,13,2.6,0,0,329
08.08. 21:00,13,3.6,0,0,332
08.08. 22:00,14,3.6,0,0,332
08.08. 23:00,13,3.6,0,0,327
09.08. 00:00,14,6.2,0,0,313
09.08. 01:00,13.3,5.3,0,0,333
09.08. 02:00,12.7,4.5,0,0,336
09.08. 03:00,12,3.6,0,0,316
09.08. 04:00,12,3.6,0,0,308
09.08. 05:00,11,2.6,57,124,315
09.08. 06:00,13,4.1,152,311,323
09.08. 07:00,14,4.1,274,404,306
09.08. 08:00,15,4.6,374,430,317
09.08. 09:00,16,5.7,383,366,327
09.08. 10:00,17,5.7,424,350,331
09.08. 11:00,17,4.6,512,403,341
09.08. 12:00,17,4.6,572,450,334
09.08. 13:00,17,3.6,580,471,332
09.08. 14:00,18,4.1,453,393,359
09.08. 15:00,17,4.1,378,437,338
09.08. 16:00,17,4.6,304,440,343
09.08. 17:00,16,3.6,154,300,336
09.08. 18:00,15,3.1,60,132,324
09.08. 19:00,13,3.1,9,0,333
09.08. 20:00,13,3.1,0,0,333
09.08. 21:00,13,2.1,0,0,326
09.08. 22:00,13,2.1,0,0,344
09.08. 23:00,12,1.5,0,0,323
10.08. 00:00,12,1.5,0,0,313
10.08. 01:00,12,1,0,0,313
10.08. 02:00,11,1,0,0,310
10.08. 03:00,12,1.5,0,0,305
10.08. 04:00,9,2.6,0,0,289
10.08. 05:00,8,2.1,66,158,296
10.08. 06:00,9,2.1,180,381,288
10.08. 07:00,12,1.5,282,405,299
10.08. 08:00,13,1.5,398,402,300
10.08. 09:00,14,1,553,513,304
10.08. 10:00,16,1,614,542,305
10.08. 11:00,17,2.6,573,407,321
10.08. 12:00,18,1.5,603,352,317
10.08. 13:00,18,3.6,667,485,333
10.08. 14:00,18,2.6,640,651,339
10.08. 15:00,19,2.1,531,694,326
10.08. 16:00,19,2.6,381,633,309
10.08. 17:00,20,1,225,519,313
10.08. 18:00,19,2.6,84,217,306
10.08. 19:00,18,3.1,12,0,306
10.08. 20:00,16,2.1,0,0,301
10.08. 21:00,14,2.1,0,0,300
10.08. 22:00,13,2.1,0,0,299
10.08. 23:00,12.6,2.4,0,0,298
11.08. 00:00,12.2,2.7,0,0,297
11.08. 01:00,11.8,3,0,0,296
11.08. 02:00,11.4,3.3,0,0,297
11.08. 03:00,11,3.6,0,0,298
11.08. 04:00,11,3.6,0,0,298
11.08. 05:00,11,3.1,62,113,302
11.08. 06:00,12,3.1,192,375,304
11.08. 07:00,14,5.1,350,561,308
11.08. 08:00,16,4.1,469,522,310
11.08. 09:00,18,5.1,539,397,318
11.08. 10:00,19,5.1,630,434,333
11.08. 11:00,21,4.1,730,588,340
11.08. 12:00,22,5.7,762,663,349
11.08. 13:00,23,5.1,717,650,345
11.08. 14:00,25,4.6,618,594,347
11.08. 15:00,24,4.6,484,507,347
11.08. 16:00,24,3.1,339,439,349
11.08. 17:00,23,1,169,225,351
11.08. 18:00,22,1,41,15,350
11.08. 19:00,21,1,6,0,378
11.08. 20:00,20,0,0,0,371
11.08. 21:00,19,1.5,0,0,363
11.08. 22:00,18,2.1,0,0,363
11.08. 23:00,17,2.6,0,0,335
12.08. 00:00,17,3.1,0,0,325
12.08. 01:00,16,2.6,0,0,323
12.08. 02:00,15,2.6,0,0,320
12.08. 03:00,14,3.1,0,0,315
12.08. 04:00,15,3.6,0,0,311
12.08. 05:00,15,3.1,54,133,308
12.08. 06:00,15,3.6,167,361,308
12.08. 07:00,16,3.1,270,385,325
12.08. 08:00,17,3.1,341,317,334
12.08. 09:00,18,1.5,342,266,362
12.08. 10:00,19,2.6,405,329,360
12.08. 11:00,21,3.1,512,446,376
12.08. 12:00,22,2.6,500,424,363
12.08. 13:00,22,2.1,481,425,379
12.08. 14:00,25,5.7,419,395,373
12.08. 15:00,24,4.1,314,329,369
12.08. 16:00,23.3,3.8,194,226,377
12.08. 17:00,22.7,3.4,98,150,378
12.08. 18:00,22,3.1,42,82,386
12.08. 19:00,21,4.1,5,0,372
12.08. 20:00,20,5.1,0,0,368
12.08. 21:00,19,4.6,0,0,368
12.08. 22:00,18,3.6,0,0,371
12.08. 23:00,17.8,3.7,0,0,371
13.08. 00:00,17.6,3.8,0,0,371
13.08. 01:00,17.4,3.9,0,0,386
13.08. 02:00,17.2,4,0,0,384
13.08. 03:00,17,4.1,0,0,390
13.08. 04:00,17,2.6,0,0,387
13.08. 05:00,16,1.5,31,45,387
13.08. 06:00,17,2.6,65,57,387
13.08. 07:00,17,1.5,136,92,374
13.08. 08:00,18,2.1,238,145,392
13.08. 09:00,20,3.6,331,176,381
13.08. 10:00,21,3.6,493,325,383
13.08. 11:00,22,4.6,538,351,387
13.08. 12:00,23,4.6,511,349,361
13.08. 13:00,22,3.6,514,413,385
13.08. 14:00,24,3.6,469,471,380
13.08. 15:00,24,1.5,407,512,376
13.08. 16:00,26,3.1,300,454,384
13.08. 17:00,26,2.6,163,283,369
13.08. 18:00,25,3.1,47,70,376
13.08. 19:00,24,1.5,6,0,387
13.08. 20:00,22,1.5,0,0,375
13.08. 21:00,19,1.5,0,0,371
13.08. 22:00,18.5,1.2,0,0,356
13.08. 23:00,18,1,0,0,364
14.08. 00:00,17.5,0.8,0,0,365
14.08. 01:00,17,0.5,0,0,375
14.08. 02:00,16.5,0.2,0,0,367
14.08. 03:00,16,0,0,0,356
14.08. 04:00,16,0.5,0,0,346
14.08. 05:00,16,0.5,45,25,343
14.08. 06:00,17,1.5,106,56,349
14.08. 07:00,19,1.5,186,125,358
14.08. 08:00,21,4.1,320,259,377
14.08. 09:00,22,3.6,499,457,384
14.08. 10:00,24,4.6,611,577,386
14.08. 11:00,26,5.1,631,577,378
14.08. 12:00,28,4.6,631,556,385
14.08. 13:00,20,2.6,396,297,386
14.08. 14:00,21,2.6,201,88,386
14.08. 15:00,21,2.6,210,132,394
14.08. 16:00,22,2.1,135,120,395
14.08. 17:00,24,2.1,79,123,382
14.08. 18:00,23,2.1,41,79,392
14.08. 19:00,21,2.1,3,0,376
14.08. 20:00,20,5.1,0,0,390
14.08. 21:00,20,4.6,0,0,375
14.08. 22:00,18,2.1,0,0,374
14.08. 23:00,18,2.1,0,0,376
15.08. 00:00,18,2.1,0,0,382
15.08. 01:00,18,2.1,0,0,390
15.08. 02:00,18,2.1,0,0,394
15.08. 03:00,18,2.1,0,0,394
15.08. 04:00,18,2.1,0,0,396
15.08. 05:00,18,1.5,7,1,395
15.08. 06:00,17,1,32,7,393
15.08. 07:00,18,1,88,19,391
15.08. 08:00,19,1,193,61,392
15.08. 09:00,19,1.5,312,130,389
15.08. 10:00,19,2.6,322,108,390
15.08. 11:00,21,2.1,323,71,390
15.08. 12:00,23,2.1,354,102,398
15.08. 13:00,22,2.1,306,109,396
15.08. 14:00,22,3.6,324,219,399
15.08. 15:00,22,2.6,341,354,393
15.08. 16:00,22,1.5,261,400,364
15.08. 17:00,23,3.1,169,404,375
15.08. 18:00,22,3.1,66,189,357
15.08. 19:00,21,1.5,7,0,334
15.08. 20:00,19,2.1,0,0,330
15.08. 21:00,18,2.1,0,0,328
15.08. 22:00,17,2.6,0,0,319
15.08. 23:00,16.4,2.4,0,0,321
16.08. 00:00,15.8,2.2,0,0,316
16.08. 01:00,15.2,1.9,0,0,319
16.08. 02:00,14.6,1.7,0,0,322
16.08. 03:00,14,1.5,0,0,331
16.08. 04:00,14,1.5,0,0,329
16.08. 05:00,14,1,52,116,328
16.08. 06:00,14,1,132,161,321
16.08. 07:00,16,2.6,170,80,322
16.08. 08:00,17,3.1,239,111,358
16.08. 09:00,18,2.1,350,189,365
16.08. 10:00,19,2.6,458,291,369
16.08. 11:00,21,1.5,616,489,375
16.08. 12:00,22,2.6,645,581,370
16.08. 13:00,24,2.6,544,490,370
16.08. 14:00,24,2.1,418,349,364
16.08. 15:00,24,2.1,329,305,377
16.08. 16:00,24,2.1,292,422,378
16.08. 17:00,24,0.5,181,396,380
16.08. 18:00,24,0.5,62,150,355
16.08. 19:00,23,1,7,0,349
16.08. 20:00,20,1,0,0,340
16.08. 21:00,18,0.5,0,0,337
16.08. 22:00,16,0,0,0,335
16.08. 23:00,15,0,0,0,330
17.08. 00:00,14.3,0,0,0,327
17.08. 01:00,13.7,0,0,0,326
17.08. 02:00,13,0,0,0,324
17.08. 03:00,13,0,0,0,322
17.08. 04:00,13,1,0,0,321
17.08. 05:00,12,0,58,165,320
17.08. 06:00,13,0.5,183,437,329
17.08. 07:00,16,1,342,602,324
17.08. 08:00,18,0.5,497,698,324
17.08. 09:00,20,1,631,764,332
17.08. 10:00,21,1,729,805,340
17.08. 11:00,23,2.1,779,821,346
17.08. 12:00,24,2.6,779,821,352
17.08. 13:00,25,2.6,728,800,356
17.08. 14:00,26,2.1,634,767,359
17.08. 15:00,27,2.1,504,713,363
17.08. 16:00,27,3.1,350,620,364
17.08. 17:00,26,2.6,191,470,365
17.08. 18:00,25,2.1,61,188,365
17.08. 19:00,23,2.1,5,0,363
17.08. 20:00,23,2.6,0,0,370
17.08. 21:00,21,1,0,0,364
17.08. 22:00,21,2.6,0,0,367
17.08. 23:00,20,1,0,0,372
18.08. 00:00,19.4,0.9,0,0,374
18.08. 01:00,18.8,0.8,0,0,366
18.08. 02:00,18.2,0.7,0,0,358
18.08. 03:00,17.6,0.6,0,0,356
18.08. 04:00,17,0.5,0,0,358
18.08. 05:00,16,1.5,45,89,352
18.08. 06:00,17,0.5,153,324,353
18.08. 07:00,18,0.5,307,543,360
18.08. 08:00,21,0.5,467,653,362
18.08. 09:00,23,2.6,523,526,363
18.08. 10:00,26,3.1,589,477,368
18.08. 11:00,26,3.6,698,649,386
18.08. 12:00,27,1,674,623,385
18.08. 13:00,27,1.5,634,618,393
18.08. 14:00,28,1,600,702,404
18.08. 15:00,29,1.5,491,688,382
18.08. 16:00,28,2.1,334,590,390
18.08. 17:00,28,1.5,178,443,388
18.08. 18:00,28,0.5,60,187,386
18.08. 19:00,27,1,5,0,381
18.08. 20:00,24,0.5,0,0,377
18.08. 21:00,22,2.1,0,0,388
18.08. 22:00,22,2.6,0,0,383
18.08. 23:00,22,2.6,0,0,388
19.08. 00:00,22,3.1,0,0,385
19.08. 01:00,23,2.1,0,0,396
19.08. 02:00,23,2.1,0,0,396
19.08. 03:00,22,3.6,0,0,393
19.08. 04:00,21,5.7,0,0,400
19.08. 05:00,20,3.1,32,56,401
19.08. 06:00,20,3.1,98,163,389
19.08. 07:00,21,3.6,233,343,373
19.08. 08:00,22,5.1,424,552,385
19.08. 09:00,22,5.7,528,576,378
19.08. 10:00,23,4.1,565,480,374
19.08. 11:00,25,5.7,619,469,389
19.08. 12:00,26,5.7,616,462,392
19.08. 13:00,27,4.6,582,518,384
19.08. 14:00,27,4.6,501,518,388
19.08. 15:00,27,4.6,387,462,377
19.08. 16:00,27,4.1,275,448,391
19.08. 17:00,27,3.6,147,336,379
19.08. 18:00,26,3.1,50,138,376
19.08. 19:00,24,1.5,4,0,369
19.08. 20:00,22,1.5,0,0,370
19.08. 21:00,20,1.5,0,0,365
19.08. 22:00,19,2.6,0,0,354
19.08. 23:00,19,2.6,0,0,352
20.08. 00:00,18.2,2.2,0,0,351
20.08. 01:00,17.5,1.8,0,0,355
20.08. 02:00,16.8,1.4,0,0,344
20.08. 03:00,16,1,0,0,346
20.08. 04:00,15,2.1,0,0,345
20.08. 05:00,15,2.1,53,172,332
20.08. 06:00,15,1.5,157,401,335
20.08. 07:00,16,2.6,284,485,330
20.08. 08:00,18,1,446,606,355
20.08. 09:00,20,2.6,601,725,352
20.08. 10:00,21,3.1,662,711,356
20.08. 11:00,23,3.6,644,596,361
20.08. 12:00,24,3.1,642,585,380
20.08. 13:00,25,3.1,642,676,375
20.08. 14:00,26,2.6,578,693,388
20.08. 15:00,27,2.1,453,628,381
20.08. 16:00,27,2.1,305,533,386
20.08. 17:00,27,2.1,162,387,383
20.08. 18:00,27,1.5,49,140,386
20.08. 19:00,25,1.5,4,0,382
20.08. 20:00,22,1,0,0,365
20.08. 21:00,21,1,0,0,363
20.08. 22:00,20.3,0.9,0,0,360
20.08. 23:00,19.7,0.8,0,0,359
21.08. 00:00,19,0.8,0,0,361
21.08. 01:00,18.3,0.7,0,0,360
21.08. 02:00,17.7,0.6,0,0,356
21.08. 03:00,17,0.5,0,0,356
21.08. 04:00,17,0.5,0,0,355
21.08. 05:00,17,0.5,48,145,354
21.08. 06:00,17,0.5,151,301,359
21.08. 07:00,19,1,233,267,363
21.08. 08:00,21,1,325,269,369
21.08. 09:00,22,1.5,432,365,401
21.08. 10:00,25,2.6,527,448,394
21.08. 11:00,25,5.1,644,545,411
21.08. 12:00,22,4.6,683,570,408
21.08. 13:00,25,2.1,651,598,409
21.08. 14:00,27,1.5,587,661,409
21.08. 15:00,28,0.5,449,577,406
21.08. 16:00,29,1,247,283,401
21.08. 17:00,29,1,99,71,400
21.08. 18:00,28,1,35,37,416
21.08. 19:00,26,1.5,3,0,407
21.08. 20:00,24,1,0,0,389
21.08. 21:00,24,1,0,0,400
21.08. 22:00,23,1,0,0,384
21.08. 23:00,22,2.1,0,0,377
22.08. 00:00,21.5,1.7,0,0,376
22.08. 01:00,21,1.3,0,0,374
22.08. 02:00,20.5,0.9,0,0,373
22.08. 03:00,20,0.5,0,0,372
22.08. 04:00,20,0,0,0,377
22.08. 05:00,20,1,48,167,374
22.08. 06:00,20,0.5,161,403,368
22.08. 07:00,22,0,307,523,368
22.08. 08:00,24,1,444,601,379
22.08. 09:00,25,2.6,562,649,381
22.08. 10:00,26,3.1,674,728,392
22.08. 11:00,27,3.6,743,792,401
22.08. 12:00,29,4.6,743,791,402
22.08. 13:00,30,3.1,691,767,407
22.08. 14:00,30,3.6,585,710,412
22.08. 15:00,31,3.6,453,644,414
22.08. 16:00,31,4.1,310,553,420
22.08. 17:00,30,3.6,159,393,415
22.08. 18:00,29,3.6,47,149,415
22.08. 19:00,28,2.6,3,0,410
22.08. 20:00,27,3.6,0,0,394
22.08. 21:00,26,3.1,0,0,395
22.08. 22:00,25,3.1,0,0,388
22.08. 23:00,24,1.8,0,0,384
23.08. 00:00,23,0.5,0,0,379
23.08. 01:00,21,2.1,0,0,375
23.08. 02:00,21,1,0,0,369
23.08. 03:00,20,1.5,0,0,364
23.08. 04:00,21,2.1,0,0,364
23.08. 05:00,20,1,47,162,365
23.08. 06:00,20,1,163,425,360
23.08. 07:00,22,1,296,512,357
23.08. 08:00,24,2.1,424,541,363
23.08. 09:00,25,1,482,440,378
23.08. 10:00,27,4.1,550,419,385
23.08. 11:00,29,2.6,638,501,394
23.08. 12:00,32,5.7,670,558,398
23.08. 13:00,34,5.7,680,715,394
23.08. 14:00,34,4.1,607,753,391
23.08. 15:00,34,4.6,428,522,390
23.08. 16:00,32,2.1,248,310,389
23.08. 17:00,32,1,135,318,395
23.08. 18:00,30,1,43,164,396
23.08. 19:00,26,1,2,0,386
23.08. 20:00,24,1.5,0,0,382
23.08. 21:00,23,2.1,0,0,397
23.08. 22:00,22,1,0,0,387
23.08. 23:00,21.7,1,0,0,386
24.08. 00:00,21.3,1,0,0,379
24.08. 01:00,21,1,0,0,377
24.08. 02:00,20,1.5,0,0,366
24.08. 03:00,20,2.1,0,0,364
24.08. 04:00,19,0.5,0,0,360
24.08. 05:00,19,1,45,158,362
24.08. 06:00,19,1,155,405,355
24.08. 07:00,21,1.5,279,506,357
24.08. 08:00,23,1,429,605,371
24.08. 09:00,24,1.5,589,729,367
24.08. 10:00,26,3.1,683,756,371
24.08. 11:00,27,3.1,731,765,378
24.08. 12:00,28,2.6,718,746,381
24.08. 13:00,29,1.5,600,592,385
24.08. 14:00,29,1.5,473,464,394
24.08. 15:00,27,4.6,296,259,398
24.08. 16:00,23,2.6,163,168,398
24.08. 17:00,24,2.1,106,174,397
24.08. 18:00,23,1,25,38,388
24.08. 19:00,22,1,2,0,389
24.08. 20:00,21,1,0,0,378
24.08. 21:00,20,1.5,0,0,381
24.08. 22:00,19.5,1.9,0,0,387
24.08. 23:00,19,2.2,0,0,395
25.08. 00:00,18.5,2.5,0,0,386
25.08. 01:00,18,2.9,0,0,367
25.08. 02:00,17.5,3.2,0,0,363
25.08. 03:00,17,3.6,0,0,361
25.08. 04:00,17,3.1,0,0,352
25.08. 05:00,18,3.1,41,138,345
25.08. 06:00,17,1,128,297,343
25.08. 07:00,19,1.5,195,267,349
25.08. 08:00,20,1,322,357,363
25.08. 09:00,21,0.5,369,351,380
25.08. 10:00,22,2.1,416,301,378
25.08. 11:00,24,2.1,528,423,397
25.08. 12:00,25,1,529,446,385
25.08. 13:00,25,1.5,472,404,395
25.08. 14:00,25,1,375,306,388
25.08. 15:00,25,1.5,306,293,401
25.08. 16:00,25,2.1,216,242,401
25.08. 17:00,26,2.1,101,77,399
25.08. 18:00,24,1.5,27,6,390
25.08. 19:00,23,1,2,0,392
25.08. 20:00,22,1,0,0,379
25.08. 21:00,22,1,0,0,382
25.08. 22:00,21,2.6,0,0,388
25.08. 23:00,21,1.5,0,0,396
26.08. 00:00,20.5,1.6,0,0,375
26.08. 01:00,20,1.8,0,0,376
26.08. 02:00,19.5,2,0,0,379
26.08. 03:00,19,2.1,0,0,385
26.08. 04:00,19,1.5,0,0,367
26.08. 05:00,18,1,42,160,360
26.08. 06:00,17,1,157,427,349
26.08. 07:00,18,1,314,600,347
26.08. 08:00,19,1,471,705,353
26.08. 09:00,20,1.5,594,753,358
26.08. 10:00,22,3.1,684,777,365
26.08. 11:00,24,3.1,732,784,383
26.08. 12:00,27,2.1,721,752,388
26.08. 13:00,28,1,556,536,386
26.08. 14:00,30,1,384,350,391
26.08. 15:00,30,1.5,328,359,416
26.08. 16:00,25,6.7,208,257,396
26.08. 17:00,22,2.6,67,83,389
26.08. 18:00,18,3.1,7,7,406
26.08. 19:00,17,3.1,0,0,398
26.08. 20:00,15,4.6,0,0,392
26.08. 21:00,14,6.2,0,0,380
26.08. 22:00,14,4.6,0,0,374
26.08. 23:00,14,4.1,0,0,369
27.08. 00:00,14,3.6,0,0,367
27.08. 01:00,14,4.6,0,0,364
27.08. 02:00,14,4.1,0,0,362
27.08. 03:00,13,5.7,0,0,358
27.08. 04:00,13,4.6,0,0,350
27.08. 05:00,12,5.1,0,0,346
27.08. 06:00,12,1.5,47,1,340
27.08. 07:00,12,2.1,142,58,337
27.08. 08:00,14,4.1,208,113,340
27.08. 09:00,15,6.2,304,190,342
27.08. 10:00,17,6.7,411,285,356
27.08. 11:00,17,6.2,313,199,341
27.08. 12:00,14,2.1,217,96,351
27.08. 13:00,16,4.6,322,229,366
27.08. 14:00,17,5.7,364,314,351
27.08. 15:00,16,4.6,301,290,345
27.08. 16:00,18,6.2,231,342,359
27.08. 17:00,15,4.6,113,306,336
27.08. 18:00,16,5.7,29,121,322
27.08. 19:00,15,4.6,1,0,332
27.08. 20:00,15,6.2,0,0,323
27.08. 21:00,14,3.1,0,0,328
27.08. 22:00,14,4.6,0,0,327
27.08. 23:00,14,4.4,0,0,321
28.08. 00:00,14,4.2,0,0,337
28.08. 01:00,14,4,0,0,319
28.08. 02:00,14,3.8,0,0,319
28.08. 03:00,14,3.6,0,0,331
28.08. 04:00,12,2.6,0,0,307
28.08. 05:00,13,3.1,38,144,319
28.08. 06:00,13,2.6,143,383,320
28.08. 07:00,14,2.1,277,511,309
28.08. 08:00,15,4.1,420,599,306
28.08. 09:00,17,4.6,490,544,314
28.08. 10:00,19,4.6,471,411,316
28.08. 11:00,19,4.6,451,352,345
28.08. 12:00,20,3.1,408,245,355
28.08. 13:00,21,4.1,323,118,350
28.08. 14:00,20,2.1,211,53,374
28.08. 15:00,21,1.5,141,39,382
